n,x1,x2,x3,x4,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35
309,0,0,2,0,0.01218832819826104,0.2370410764363488,2.46888827148196,373.4452666753065,12.59217292188278,-4432.900366759778,-30.05303011966765,1602.102288168488,7.27867438708812,1242.536501940758,6825.115104454128,-1960.730787972682,1185.135090209073,6595.943904511252,39.42089871658348,98.43872825039043,-17.93017266153409,-1.426225107544246,26.1888190609559,-43.21060950528697,7.46093581375208,61.0174713942058,-91.18842671992441,-32.39895560499502,36.09113503408949,0.2285214086787054,55.29916126222947,80008.23596250571,5622299.924197151,40239.04241565039,2755436.0878596,2.48913981835751,2796.643232572125,1.682252844474773,8.613877766393273
310,0,0,0,-2,0.005635244021907125,0.2146496757740353,2.257748853366384,338.9031228140313,9.430683332016,-3711.685435299003,37.53520997677066,2014.938944777168,5.305576832920457,1274.229636961255,6752.652320332436,-1739.118095229984,1305.812795125624,6494.744895306257,40.05843905817754,104.6349920095751,-12.2467264031952,1.126759954409524,17.36322888325603,-61.47080054603907,7.690478552154866,67.44421205698718,-82.25995359014927,-33.52954474845814,45.69540798590148,0.1880542057616204,43.89283219000999,117611.9038088523,8546254.989376206,45182.21932003977,3277489.067909761,1.437859808830105,3064.696936950621,1.491293287912691,5.291877397304818
311,0,0,0,2,0.01480913138684779,0.2703367421916408,3.081454151510616,381.3550567833503,14.510627258642,-4806.489890783903,-283.7634840100019,2185.120111146306,10.72218071299098,1744.271344692219,8392.720674409744,-2921.595504496147,1469.195954690991,6500.390248114829,47.7365698950415,116.7306099613918,-29.71595739225566,-1.154529865429096,25.10257922073733,-44.57183769648537,11.37186125445328,73.71982717713492,-90.57469111287081,-38.70142326501006,46.31155730319392,0.3701793769888385,86.66785990683653,104918.8431253481,8682206.903461138,42827.68879471892,3028192.830158231,2.781334761668397,2755.902216779033,1.203315882755519,4.451521997912443
312,0,0,0,0,0.01034019654128443,0.2696154878140823,3.341290018186952,381.2685124214678,12.11444902095499,-6430.488889588152,-60.39254629221206,2863.296919909781,5.445506408782358,1597.629643956243,9450.521831878561,-3535.058114070726,1537.248819776288,7444.059707075796,44.85265416345063,123.9930461217549,-22.62721330795341,-0.7211644806538045,17.68127144608204,-71.52075815084157,9.036606243942133,84.57359111334547,-94.06570600496784,-37.01216059839028,56.20947231169188,0.1680632629518795,67.10087746128431,115150.3824686401,9161531.102045516,43184.36081500295,3242665.296034522,1.650132015062234,2795.075498159903,1.302057539128202,5.682494074858893
313,-1,-1,-1,-1,0.007756459822533449,0.2132186232528018,1.493380196357583,357.7634036693175,9.753871062628518,-2652.0036923131,35.6131961118715,1672.598001844018,4.419382930285156,934.8763414782402,4704.532901368209,-1817.272879561112,967.9490270357023,3704.92747694066,35.06598186682734,80.40407351172273,-16.95925436116849,0.3057468519041046,22.56514880944346,-44.28190688836357,6.414577961698362,61.8038751033243,-76.43736796017005,-28.61515101836153,45.88493414918776,0.289747087974213,47.86252774728326,74484.61926594214,6697898.70723761,32566.75339178133,3036955.371398051,2.234758011914862,3549.390489301009,1.77428756479138,6.827109662717052
314,1,-1,-1,-1,0.00766858971433868,0.2673679115130514,2.372994087567719,392.2080021668756,11.5514951291356,-3715.145181620297,48.38580968385428,1931.687343076813,5.592949600935925,1162.871587867004,5074.609558892816,-3042.655976252739,1207.725279075297,4078.292699943246,39.48452011271795,90.9611131628159,-20.6274943384219,-0.6858009802232191,18.95273126380108,-41.76966167230266,10.05136870579046,79.67233700181654,-79.02820740498325,-32.14972007162541,45.09678911382681,0.0791319295310166,60.72032666633037,95847.74726966284,8225497.675877969,41124.91253444227,2943962.830263818,1.078015831759044,2643.50634377272,1.568474117819667,5.725644779379013
315,-1,1,-1,-1,0.009264600763534477,0.2198968464405985,2.157736207991225,344.3702349413594,10.04098876935119,-3959.729419025015,-241.7756023072932,1937.237384409834,2.516642954591444,1146.762346036407,6930.522399332343,-2055.524115252014,905.2833100429135,6242.132534545802,37.53985614116721,106.1290687493359,-17.56418649328551,0.006628727362885126,12.65549825444311,-65.56181516198787,5.347942394990928,73.7950058731783,-80.36237183322842,-29.33108322255538,56.5359291447881,0.2804092128427159,45.62357704292772,110613.20473708,6650744.284233632,37466.76718388078,2953154.456745568,4.469497178153937,3485.895189923199,1.394607519451787,5.873588469848484
316,1,1,-1,-1,0.009381387014526033,0.2587531069940952,3.509484268554638,366.6502139452458,12.32977330531137,-5803.830647077162,-418.3124628910502,1875.65470389268,2.605759330271991,1839.532599562676,9230.999367474162,-3299.002433280521,1419.867747508655,6922.195172883173,46.99755925584308,122.5916621407954,-34.21073781352067,-0.9088574507215679,16.04504710257642,-53.45404227463554,8.660946341463784,83.47262017586493,-104.7107030257389,-39.72063539297781,45.99789398296385,0.04422961389960778,62.25473708038144,166803.8506391264,10331628.15817589,50953.57820151486,3257901.940978189,1.553990630210371,2602.563988983667,1.215414317580455,5.846309428849904
317,-1,-1,1,-1,0.008423792718542478,0.2207608226656094,1.636322080201017,359.5451660705513,9.846492647207473,-3542.716255936337,63.33333360635442,1953.953773925646,6.18125483106227,971.5185209373061,6884.545904004029,-1951.727328297993,1038.6841604809,6842.737890951995,35.50188706621557,105.7127722233277,-18.1697625314993,0.2274085919049852,24.28579881319075,-43.34939437517276,7.073869051304692,62.91447261209915,-86.99494085254483,-28.47451713939941,50.61390755262862,0.3134610101593768,57.84799955743091,77300.36038655431,8921447.092957128,32794.26289363292,3248078.266222089,2.979696727860116,3551.056092469295,1.620082481818447,5.821183553930561
318,1,-1,1,-1,0.008328241438249588,0.3089396760555768,3.252309682063532,430.5304473506353,11.90623252313997,-7113.442032342125,-71.71788859662462,2155.491350504522,6.54269852946935,1454.047552282675,10471.62614935047,-4169.016746062433,1388.12072562603,8684.493398995333,43.94111699180034,130.5263247932431,-44.87870690912939,0.5128479126032589,31.35432015808592,-67.22508637007611,11.24259691834961,84.15481481140309,-100.4625674398712,-34.85731246301909,60.22772139766717,0.2718727517010524,80.20584647418386,133917.790693454,14811128.75529952,46269.36213548272,3535196.082096233,1.85041408449234,2550.717417304659,1.380509755212111,4.823389734460623
319,-1,1,1,-1,0.01023629785362374,0.2320695716996151,2.437086921223356,353.7346652725412,10.25215620180842,-4346.806453495671,-134.5789747577284,2223.245629987794,3.552369368193206,1188.310373027528,8159.478000323605,-2680.833329123924,1053.264242755147,8341.747023989901,38.46724764905152,111.8972025886269,-15.57236123829011,0.1141980850385186,16.00717898001175,-59.96776842966295,4.616150617975824,71.8501364158793,-103.970031259944,-29.82644796991025,63.42996695933093,0.2975561233493754,53.02919224329743,104664.6996214344,6197691.269653941,38395.78253519472,2963069.269658312,5.900187891711192,3433.988088162051,1.41906092111583,5.754157631961525
320,1,1,1,-1,0.01036115040082088,0.3352912578442979,5.059408467255585,450.5195874228241,12.72719949709936,-6083.023057442942,-383.4818588262873,2974.514948847298,16.24328166745692,2237.888349251674,12773.88668549743,-4797.095127107935,1868.457194918618,10812.31836277382,52.52413386545933,143.9970088638419,-32.63733323791149,-0.2440059248614364,35.38347982404542,-61.46037249371266,10.13846173096254,72.00610761928222,-132.5589399393691,-44.56921479330646,41.43472484472672,0.246684399594584,102.2544690615571,194652.4622009413,20212708.54779919,51697.32049834731,3566791.161436382,3.844875906416521,2372.421710035919,1.220914785519036,6.894696321288704
321,-1,-1,-1,1,0.01172775778223769,0.2457309257834625,1.856300211132733,378.4704414491434,11.55840824099856,-2974.946730643177,45.20858174727583,1856.21345865247,3.554204044603432,943.1323925768526,4694.699585412866,-2439.627319914975,989.2322351749237,3911.964147849514,35.86870993426879,81.47437442362396,-22.21112450229894,-0.778008625704245,19.21639320712603,-45.22401811189799,7.400889099137008,65.87680046407574,-73.70999964883791,-28.36538147064948,45.97345074759077,0.1648311884499882,63.5936793385241,62549.66086396643,5405503.68326923,32344.13321750267,2863110.869807385,2.063151419008922,3498.166275188876,1.581237994600226,6.194448861034981
322,1,-1,-1,1,0.01169124501014889,0.2786121281082297,2.42131398334514,399.6674575844418,14.27177005336817,-3702.298375029623,-77.99934215602354,2014.699614386772,2.181515314240255,1203.726065542032,4785.171313328233,-3226.641240321656,1121.028742440507,4278.394762318433,40.63278335938076,88.37563949581723,-24.75650637422691,-2.724191998948776,20.42843560161479,-33.94932837057742,12.15170270689972,76.00841637519012,-70.22442402891704,-31.32983783818515,49.35151846903857,0.07290129181179517,75.66422877258167,92576.72171547619,7285612.511171807,41828.65407990802,3010758.48977646,0.9050850073819021,2642.788436268359,1.403352742476524,5.536950350693169
323,-1,1,-1,1,0.01603883193688679,0.2461525888639571,2.872990726617841,357.0947858786227,12.41479737547308,-5400.31227936647,-564.9428672727242,2385.535777732617,5.536757998850818,1503.784463238041,8639.880705409774,-2353.820933925714,961.6050463812237,6919.441907492969,42.41744515997538,119.0006502296091,-37.06998852308107,-0.8081450026797715,25.83113392332473,-61.03066379378485,7.33514044329817,82.27914740889359,-87.42917294855513,-33.0600502705437,55.92294322950696,0.3113741359949028,59.42280059970704,147709.7074732027,9103200.436122626,41812.72257967672,3191517.106467795,4.512827059738308,3655.886056990103,1.392600585094131,6.946677890051142
324,1,1,-1,1,0.01560690572129675,0.2151306362858471,2.474699392224222,318.7814895678692,16.04926634634236,-3571.468508301507,-553.4634236942429,1613.620019726195,2.649707638434298,1682.43291645635,7390.728594246372,-2319.812979167692,1246.041255332885,5973.053155509626,44.71770434455714,109.466152425515,-27.8995656275103,-2.580440791490447,16.34268214782776,-37.8621094474944,8.21968291603698,67.85868078781645,-94.53853642592968,-39.11619897148175,37.05308323143605,0.2618784217574875,44.25533060511112,145447.21472827,7840406.703839795,50321.21633052966,3239196.035478911,1.962072961876037,2206.027647340484,1.277310189880403,5.383863270143753
325,-1,-1,1,1,0.0128448017310746,0.2613665543499359,2.269462716113722,387.7011637536214,11.80213191756981,-4816.699717460725,92.66447737461395,1849.103998864715,5.445315087503193,1136.575353005275,8151.256122914171,-1964.647065835226,1230.356178815785,7594.858727607267,38.6751798193817,115.066077839513,-22.33402806545249,-0.3127003656196352,22.0670039149498,-54.03847536134096,7.837247212057306,69.6693167407755,-94.44838114060134,-30.39119834412703,50.31301727685767,0.343280453326445,69.37842267939249,79413.42312167767,9001477.526783044,33513.90305273963,3311511.237320431,4.128422231422969,3199.751918860005,1.403201876698482,6.683046542750421
326,1,-1,1,1,0.01303574852289069,0.319941488057863,3.419967899384667,434.7330941279,15.10769831325129,-5523.34827709686,-111.3660452276287,2674.890490323616,14.61719007346511,1671.050579447815,9579.511213219557,-3635.82466262298,1564.404443173799,7785.702173454962,47.57186988527951,124.645886169558,-47.23426982335149,-2.609993942622119,38.66491519073981,-49.28584513089988,12.95103269091442,76.9248868939918,-103.2924318752827,-36.66332944515408,52.47192962242799,0.2887833928052106,82.7543063408369,120783.4912206066,10227101.85898631,47511.41974670604,3354121.142462682,2.513240388639859,2279.673026705289,1.229252999079192,4.686370010035008
327,-1,1,1,1,0.01746230762914407,0.2689166482690771,3.215628755143648,381.0552452271386,12.61314171318801,-5601.844682080837,-323.4647334977894,2140.470207868776,4.69088387194188,1496.630021907916,9954.109167551125,-2324.287137327075,1174.765333039236,9543.94599080501,43.35907732406399,126.5848687494876,-26.63604507360226,-0.6574553039615314,23.67091341245154,-54.16230404183815,6.582819487519206,73.57041923132589,-118.6401309988462,-35.72281400638439,61.29771983290779,0.342515830163897,70.29711610909531,141485.4871484919,11185922.99105289,40856.25460351965,3414815.1794411,5.818173131898324,3989.9912851752,1.448829963499072,6.348204932941678
328,1,1,1,1,0.01783602620012395,0.3859081662419783,5.744667718855237,445.8042602709744,17.00974879828763,-7339.098527309991,-700.5562663668296,1930.136448216278,24.85366488194438,2661.655092649548,13033.78412550759,-5148.311240865631,1957.685430332904,9875.50191504384,57.26989276437688,144.5520015513017,-51.69951140271812,-3.049000713930989,41.34848577877017,-52.58575436936864,11.60750053082727,68.51353535828439,-141.6705928421829,-48.83336250206789,41.266191925445,0.1758100533860018,106.494439061295,174650.6350191978,20493333.4879334,54247.46402433996,3919163.117609465,2.323738759548901,1914.664258047402,1.155986522969042,5.032323782356243
329,2,0,0,0,0.01033994386429393,0.3559149717024067,4.714919420463296,470.5056392788243,14.49130816293484,-6586.011377185102,-445.9173210354244,3721.391421759943,5.429682472760286,1883.86234940801,10777.60706517006,-4150.578426542059,1433.651846749283,7381.255700608931,49.20493023421403,132.7317164119946,-33.83372637652379,-1.827130401207789,25.00594892474908,-51.98565068517888,12.55454035654252,90.87764431424385,-105.8918181543761,-39.99023334702881,42.61231344616641,0.07452851396874463,99.15674612818293,195026.2757469946,14415095.96917132,49958.86560935397,3591234.128555782,1.479079352016176,2478.09102497584,1.266246486595109,5.4809033055978
330,0,-2,0,0,0.01029250814087145,0.2559242187761214,1.97634042386997,385.9988231790854,12.4499531782014,-3508.274827496602,260.5805988148298,1852.484619273298,2.074927688299249,1005.189183811372,4859.763851564727,-2734.493292472388,1267.459661122996,4142.345998829446,36.64157064701126,89.01879110358615,-33.62905065541367,-1.082183507301187,19.88869809803736,-28.71059996229,9.522763088059646,70.39000605691993,-74.46049704098183,-29.11445897561816,70.41245262786781,0.1130272138572838,59.21054454262001,66645.82794691053,12495881.82529244,34776.75143017222,3263156.888777261,1.277539003434369,2561.363323969807,1.499669709465223,5.450277824408088
331,0,2,0,0,0.01996142754211981,0.1819440577816839,2.400640943202237,280.9867169956285,14.95204096051437,-3573.853109092735,-563.9581182776162,1585.943276650795,5.368268519795436,1876.941832262174,8881.935418250534,-2639.476150941754,1312.351515940932,7531.07457529748,45.93843468907987,120.3497224024788,-28.68354685248704,-1.740744502799561,21.56092216798972,-29.35046442592665,5.079974953228895,64.6800994982542,-113.3385507548187,-40.49926780477037,51.84413140082064,0.219040643156376,28.31117465097498,191129.9163352409,26285726.4264954,50370.26589903785,4153534.542518406,5.20370463810615,2660.068309782978,1.303831479703707,6.752015476821852
332,0,0,-2,0,0.01043907504373936,0.2261812437020323,2.1771683499481,345.4916325023121,12.13727950326017,-3517.898715919055,-38.99035208577639,1526.876921083172,2.152561408457829,1170.556715094917,4212.891065262457,-2097.650661740931,874.4396008637822,4795.884557206304,38.93329704123744,82.83420583596524,-16.1912140497291,-1.479992180279446,12.78302640036462,-42.54805108197454,7.809467540009128,70.74155312741426,-74.94648066763051,-29.13034398571847,43.4486123170474,0.06443185261830302,47.08589677596872,103891.384727502,8078128.090788794,38571.83367361344,2722952.639338684,1.117769960392672,3360.156416414525,1.657648177630639,8.02980234494723
