n,x1,x2,x3,x4,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35
404,0,0,-2,0,0.01029112658989314,0.2246460159848208,2.159525148481037,344.0243283186891,12.12835474440478,-3456.081470287827,-39.7756430478204,1504.67841446326,2.165691086808147,1170.395847320872,4166.413414042485,-2063.912027940518,875.2233417014107,4774.885565314752,38.90069369943281,82.55129744229424,-15.98397503580707,-1.47432554103743,12.69315986436948,-42.2089481519527,7.775025939993029,70.36539660354808,-74.98935723404938,-29.20617670554168,42.75876122240299,0.06244432635859007,46.21672736726013,104451.4055312775,8021268.889927992,38792.09090624855,2720638.939907829,1.063257408453939,3346.759101280791,1.661359816993566,8.035243584086542
405,0,0,2,0,0.01260234617189165,0.2342142668634599,2.421433952368139,369.8155097447666,12.71793473321234,-4308.202097082505,-28.35222086729093,1561.969937068842,7.575546654122686,1247.662783134557,6716.102662654716,-1913.28749595222,1189.082965344072,6581.248121250443,39.52802953293872,97.7783312428437,-17.61222954800659,-1.488986511035836,26.17050600228233,-42.27837103195676,7.457935566707809,60.15418541332554,-90.9839440775571,-32.45176080557928,36.3205995853704,0.2393086711204864,54.88882530519419,77898.55345286727,5587997.165880142,40103.72055779278,2745442.379084384,2.581124262457977,2805.896077887711,1.674576694422296,8.556547721906052
406,0,0,0,-2,0.005680698034685057,0.2087608007573419,2.143151812774081,332.9875098997961,9.416153422392455,-3504.433623161358,35.70303050880499,1901.221071330321,5.30533669299242,1255.034844270718,6503.542071528134,-1636.093606499305,1285.827350884791,6325.7787891609,39.65474457415941,102.6449105093028,-11.57878321825401,1.111849455012736,17.08311176743264,-60.32504343821829,7.470428847119926,65.8378468503038,-81.34965441951928,-33.32125260058903,44.53025176809343,0.1913722930445328,41.31708636106731,115318.4988215631,8448013.89019703,44950.2134995031,3275322.861341693,1.383476596405582,3058.262990514631,1.5062045874889,5.337070474813357
407,0,0,0,2,0.0152894120746116,0.2686044698300409,3.103762378539936,376.1986402801839,14.57626803350076,-4960.19110846517,-268.7902932121784,2155.479694088605,10.67839319625298,1767.729919538792,8483.591382437782,-2894.724634985376,1486.566659554637,6704.86890756849,48.14711847159785,117.5641605185238,-29.64470963037082,-1.169644565665679,24.55604060261284,-45.44399497445955,11.25769769523911,74.16300771525198,-92.38113093618693,-38.99199441052964,47.57853391436736,0.3589768636615269,85.19266484458812,105802.7948656403,8987128.144770976,43182.90529111544,3060089.881095008,2.770781842417457,2822.188870973045,1.200883851512445,4.442833179414436
408,0,0,0,0,0.01062402631466426,0.2663725509804771,3.309930648748819,377.8646834823452,12.15121360589987,-6319.198510158951,-64.4093910227717,2823.047870330447,5.046621159263131,1590.303059599843,9289.361073057225,-3489.223226993945,1521.98465724769,7347.882083643579,44.6532901818861,122.5527228886113,-21.84645304404264,-0.7504799042146583,16.91926084407986,-70.28403636260389,8.794605236943614,83.83400507369736,-93.6757342092212,-36.91638178208889,56.49363380085106,0.1606909775634733,66.05318105276147,114716.2562781762,9412719.336217927,42904.05687302423,3236824.284382172,1.736298446915178,2823.892813244851,1.308023433484224,5.780053850633475
409,-1,-1,-1,-1,0.007805093456758552,0.2144499863687864,1.50480686998489,359.1904460133254,9.710428275958545,-2679.369537185949,34.07148043470592,1679.346677259142,4.234806061967682,926.904679757828,4690.757855263882,-1800.189301933414,960.2629315251482,3651.321907479633,34.92042386281568,80.2468711206454,-17.22925287746779,0.3102400833474782,22.49828975371226,-44.15251704720289,6.388987900998877,62.11071305040738,-76.41029405107865,-28.5109815026047,45.9341451013371,0.2842131501269055,48.02803646068473,74562.32190186917,6556027.925967193,32383.19543503352,3037695.504270229,2.196169135940622,3565.807646878729,1.781306114513121,6.859712587189374
410,1,-1,-1,-1,0.007401859997207721,0.268822897665587,2.387613241268356,393.8912415959672,11.59390847871723,-3834.329625004322,50.51148626104957,1920.769499904127,5.369343635825357,1167.862064087636,5229.489268859124,-3100.201157265907,1218.362606550213,4139.101555810304,39.55034352697849,92.37112946495171,-21.49075607384891,-0.6849044201957133,18.77709314359949,-41.39240404425825,10.08386807320598,80.44755440038888,-80.09705721238757,-32.25247815709852,45.98597386101518,0.0796808112181268,61.10034882877065,96170.1492162218,8507483.765490694,41112.62361669204,2963439.015176128,1.115561390822797,2595.236127981296,1.556663864897244,5.648350609046529
411,-1,1,-1,-1,0.009307731488084744,0.2182130489808551,2.139279900411574,342.6565417417767,10.05145318079714,-3924.362357369158,-245.1431218241622,1928.783930937978,2.434485989391461,1149.822568389025,6916.002639753899,-2044.247902003228,905.3823553659257,6205.857641607405,37.53127628334229,106.0173837132801,-17.67384536243019,0.006544093051458129,12.59585264194591,-65.06148634247529,5.28696487002474,73.6104880770331,-80.41534258010272,-29.39604678862271,56.58423550908185,0.2790361805241166,44.85809068358937,111535.4253499235,6900498.288707897,37519.1470185364,2969728.336593336,4.463834140297862,3483.17703690482,1.395226614377538,5.878108410387033
412,1,1,-1,-1,0.009229481069124154,0.2622120265973297,3.57321320257582,369.781131786564,12.31578836692089,-5926.370685810341,-419.4925675271983,1897.325243956687,2.789192813273213,1850.225029922972,9400.127297394994,-3327.89580739795,1425.795177641537,7063.993527691791,47.16795489402346,123.7703262297361,-34.25221441901388,-0.8855398048673282,16.18030491476148,-54.33429495806546,8.692249544850661,83.75191176932452,-105.9053315720959,-39.81535743973015,45.78358175307133,0.04832094493362089,63.47703516081147,167265.5861895812,10204554.40760256,50946.13592629856,3252825.931846746,1.567549230462181,2601.236022099046,1.215450566362612,5.847476972398181
413,-1,-1,1,-1,0.008090783855213259,0.2243397196901926,1.711425197253019,363.3378996078706,9.852361038066935,-3579.826754066748,59.45925803148331,2032.18296317543,6.468196013572374,988.3455825502926,7052.618038430985,-2015.166654751235,1049.608349000275,6973.827549007466,35.72383575565077,107.0228739934774,-18.15512226937682,0.2139598634255925,24.71437328163309,-43.71698625999893,7.169469350368787,63.12930427273778,-87.97775669421748,-28.63591911891367,49.70987908739522,0.3059128861039953,58.87599500749057,81238.31811571962,9376696.34101313,33208.04815510534,3276643.717274103,2.970346803676528,3521.587256296755,1.614766077410384,5.845922087528915
414,1,-1,1,-1,0.008550543699222134,0.313498336253853,3.2918943525955,434.6350254088846,11.96395116008837,-7130.274787806344,-66.32622845586849,2143.54234184002,7.089079038525601,1463.980764791371,10507.14580276938,-4243.40016152619,1403.815589210659,8703.01041713251,44.17728652292753,130.6216138175875,-45.7788367419998,0.480443792479502,32.17064769205528,-66.66469768449785,11.44848891611736,84.13887666285652,-101.4286694942604,-35.01798993209602,60.48642106377827,0.2727826575162312,82.254945529509,132907.5413837091,14922956.96910343,46251.17939082945,3540874.487943843,1.860338373901409,2552.444207485218,1.377664116623309,4.712568674397811
415,-1,1,1,-1,0.01044200138143682,0.2320472911914402,2.423405692554432,352.6683129679449,10.27182939754219,-4345.842378132711,-141.7092489900764,2178.088065343165,3.697216166311815,1190.240363564581,8176.088730845102,-2633.868621951268,1046.188393216788,8393.929125416787,38.49950058934258,112.1570718795601,-15.57629668189336,0.1066921732099778,16.03391683598061,-59.82768583084102,4.568104622624543,71.54606698702864,-104.3739962744552,-29.79358022170653,63.78697971304909,0.3074447296219579,53.67022646538953,103361.6030525123,6152698.268413524,38007.23665340453,2968563.069535751,6.047060672918472,3488.076344854338,1.413232773297283,5.717233920087037
416,1,1,1,-1,0.01079765003716742,0.3429866800997683,5.253161880391194,455.7942695830199,12.93844880665902,-6170.451378624242,-392.188528688283,3022.343936226305,17.48037039240459,2320.627167982608,13099.63679581018,-4940.762038963189,1938.853046891906,11133.12827529469,53.75354852638971,146.2067727983977,-33.19231149170488,-0.2233469956181933,36.78612162318505,-62.42534997355332,10.56031274005033,71.63324870733152,-135.5801269816472,-45.73781612679601,40.0122160991747,0.252549681754702,105.5119511084821,200971.5633731928,20980206.28004279,53044.6993920558,3608164.212686802,3.739364254465507,2300.05022458601,1.205689463319557,6.865598208321945
417,-1,-1,-1,1,0.01189257352666751,0.2457064659554226,1.841949234004506,378.1294117327809,11.60395702157644,-2922.756641134006,48.47175744332737,1835.129425172355,3.503015049711022,940.9018202219107,4638.745526682376,-2425.082096649498,989.4727941839317,3873.704589723255,35.82643843279585,81.12080980427369,-22.30014763743546,-0.7967260288523583,19.13748449516708,-44.59842114241491,7.388720753242941,65.73991973505223,-73.69117486614086,-28.33698817735327,45.83903747175265,0.1613454874569861,63.44710700633853,62834.67685472607,5666480.688131143,32266.20429719293,2876942.492546969,2.091641275668823,3493.734953054968,1.578743963094813,6.238542213016558
418,1,-1,-1,1,0.01178089577595414,0.2820101842261719,2.465859907055928,402.4760706948563,14.53732329386943,-3778.128233913037,-77.32940987911472,2020.96956657205,2.285082869801216,1225.697640073919,4964.189659409636,-3301.93457589082,1152.921690116112,4390.927140723626,40.98614933214769,89.83942736329605,-25.76097845828309,-2.826971080778466,21.032253473613,-32.24430797534983,12.4052723448594,75.94909625645373,-71.83833217791464,-31.77389545158835,49.74224683974265,0.07037654200497233,76.73519937625892,93810.99373496296,7805608.31738584,42517.80499033038,3059749.537602247,0.8729839237882986,2541.851341717762,1.388072417459198,5.3640308078145
419,-1,1,-1,1,0.01569367567669511,0.2408620511673226,2.877752037656639,352.5165194637465,12.37262117795412,-5373.88090489215,-604.0392775132901,2332.762711783805,5.352082385757084,1526.347767925311,8593.880167913883,-2283.393286010595,943.9343007027321,6772.223722769696,42.50215574370952,117.8129751076741,-37.52383199975976,-0.810284329320282,25.80051972408403,-61.85375593650686,7.004188254119364,81.8391629850358,-87.44499890780615,-33.27996651590692,54.01211754127262,0.3130059105869531,56.42510058345636,151385.6252210195,8525693.409980057,42348.21820257041,3142352.53396813,4.415987982607735,3649.021324680034,1.412635959997963,7.279522051488877
420,1,1,-1,1,0.01547384226627055,0.2144092315089383,2.387249163108598,319.2649804350212,16.08648586080085,-3544.06464658555,-532.4657608962841,1588.657121116378,2.678176064684489,1644.433807147819,7343.641269376062,-2269.642025646503,1244.940785007833,5971.766266346816,44.29050965353308,109.8520367189212,-29.22060312140631,-2.534854059321404,16.88571166380239,-37.96895130677505,8.373764937149275,68.1432961705924,-92.8892172751358,-38.63730924816502,37.86933849646303,0.2759443435078428,42.28116155060052,143058.924088666,7581073.622879691,50734.55345657867,3224176.495189691,2.006391440066397,2068.389030657017,1.267695293089472,5.274156556575565
421,-1,-1,1,1,0.01280634964287577,0.2631310705080229,2.274035065471875,389.4022185195212,11.84077784367003,-4761.691059470945,93.92361844971693,1896.076917936205,5.493721983478126,1134.051636732087,8068.708108306949,-1990.362462957679,1227.650579814718,7430.678880972595,38.65765232926843,114.2935246293515,-22.71647256602559,-0.3364657422564639,22.16044262770994,-53.6462209830705,7.928877665736005,69.8902728224588,-93.47756661102869,-30.29932646320836,50.1983627000897,0.336917995925033,69.89542307739485,79708.89980674669,9178736.03090532,33361.10033772961,3321203.689877853,4.059002654220381,3194.665883123065,1.401559216487642,6.647757263791306
422,1,-1,1,1,0.01276651102339084,0.3179578866997515,3.351340507312832,434.9268328405601,14.860351466733,-5715.450921525003,-108.3157459410151,2593.200028484737,14.15475245987238,1637.439232922509,9615.787045295952,-3703.583104594788,1533.618188336816,7739.733210673268,47.04515301017101,124.4739525395226,-49.98106736593035,-2.464972873967352,39.4909677753526,-50.34969024019986,12.73795155754007,78.11383843789906,-102.998813850275,-36.12214350318432,54.59927340761383,0.2934362413709173,80.96124929374945,120041.9788733082,10450481.25164058,47048.20963398483,3342379.826268673,2.552805095412186,2312.632828298406,1.257341751494175,4.908532710498258
423,-1,1,1,1,0.01767585411768555,0.2584321669875028,3.086026655636042,369.6963672925792,12.74718650138146,-5273.355258329267,-323.7751270348326,2036.079085322119,4.516751703165277,1509.237620040889,9565.573381574608,-2218.447984541293,1188.638069008016,9223.891143189065,43.47066890845172,123.5372886045826,-24.59741941790019,-0.6227620332239794,22.7328259357596,-50.75711013855037,6.482837848062797,71.90319998685777,-117.7827092640179,-36.28414152576222,59.81023856609681,0.3419347078656269,67.24055354339835,140562.9542709787,11438617.5898276,41269.33243419444,3421383.783251839,5.643848990249285,3957.746330022332,1.463704861196713,6.284730941482033
